40723694,川盛辣朝火锅3至4人餐,川盛辣朝火锅,10,168,259,【西安市长安区新华街恒顺花园底商200号】
40740771,川盛辣朝火锅100元代金券,川盛辣朝火锅,43,79,100,【西安市长安区新华街恒顺花园底商200号】
40723462,川盛辣朝火锅50元代金券,川盛辣朝火锅,47,1,50,【西安市长安区新华街恒顺花园底商200号】
38864775,小龙坎老火锅100元代金券,川西小龙坎老火锅(李家村店),479,85,100,【西安市碑林区建东街128号（第一印刷厂门面房）】
37917179,泰式火锅晚市100元代金券,时探私房泰式火锅,6,88,100,【西安市雁塔区兴善寺东街金莎国际B座817室】
37916907,泰式火锅午间100元代金券,时探私房泰式火锅,4,78,100,【西安市雁塔区兴善寺东街金莎国际B座817室】
10558369,川香阁鸡公煲双人餐,川香阁鸡公煲,21,0,0,【西安市高陵县陕汽路杨官寨正街泰生医药向西10米（原四海川香老砂锅）】
10559042,川香阁鸡公煲四人餐,川香阁鸡公煲,13,0,0,【西安市高陵县陕汽路杨官寨正街泰生医药向西10米（原四海川香老砂锅）】
10558773,川香阁鸡公煲单人餐,川香阁鸡公煲,17,0,0,【西安市高陵县陕汽路杨官寨正街泰生医药向西10米（原四海川香老砂锅）】
10558035,川香阁鸡公煲代金券,川香阁鸡公煲,2,0,0,【西安市高陵县陕汽路杨官寨正街泰生医药向西10米（原四海川香老砂锅）】
3257515,川味轩自助小火锅1份！,川味轩自助小火锅,886,25,30,【西安市雁塔区吉祥村西街255号】
30427982,店小二炭烧火锅双人餐,店小二炭烧火锅,83,98,121,【西安市长安区长安南路华城泊郡小区建行西侧10米】
30442326,店小二炭烧火锅4到6人餐,店小二炭烧火锅,34,174,198,【西安市长安区长安南路华城泊郡小区建行西侧10米】
5849926,成都锦里串串代金券,成都锦里串串,120,78,100,【西安市碑林区粉巷食尚南院】
2473522,川魏道老火锅100元代金券,川魏道老灶火锅(三桥店),1481,79,100,【西安市未央区西户公路与双拥路交叉口金桥国际3楼25号】
40551063,川西辣婆婆100元代金券,川西辣婆婆火锅(龙首村店),10,69,100,【西安市未央区龙首村宫园壹号（地铁龙首原站C出口往南50米）】
40551258,50元代金券！免费WiFi！,川西辣婆婆火锅(龙首村店),2,9.9,50,【西安市未央区龙首村宫园壹号（地铁龙首原站C出口往南50米）】
